Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
24466,58,management,married,tertiary,no,0,no,no,cellular,28,aug,67,19,-1,0,unknown
24467,56,retired,married,primary,yes,-123,no,yes,cellular,28,aug,146,3,-1,0,unknown
24468,34,management,married,tertiary,no,630,no,no,cellular,28,aug,54,8,-1,0,unknown
24469,52,blue-collar,married,primary,no,-27,no,no,cellular,28,aug,51,8,-1,0,unknown
24470,36,technician,married,tertiary,no,52,no,no,cellular,28,aug,101,10,-1,0,unknown
24471,44,technician,married,secondary,no,-102,no,yes,cellular,28,aug,65,4,-1,0,unknown
24472,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown
24473,43,management,single,secondary,no,465,no,no,cellular,28,aug,78,12,-1,0,unknown
24474,36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown
24475,55,technician,married,secondary,no,3207,no,no,cellular,28,aug,85,12,-1,0,unknown
24476,32,management,married,tertiary,no,2213,no,no,cellular,28,aug,73,7,-1,0,unknown
24477,46,housemaid,married,secondary,no,505,no,no,cellular,28,aug,26,7,-1,0,unknown
24478,42,technician,married,secondary,no,29,no,no,cellular,28,aug,53,11,-1,0,unknown
24479,32,management,married,tertiary,no,678,no,no,cellular,28,aug,13,15,-1,0,unknown
24480,39,technician,married,tertiary,no,-204,yes,no,cellular,28,aug,144,4,-1,0,unknown
24481,43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,unknown
24482,32,management,single,tertiary,no,27,no,no,cellular,28,aug,146,3,-1,0,unknown
24483,45,management,married,secondary,no,2873,yes,no,cellular,28,aug,30,16,-1,0,unknown
24484,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown
24485,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown
24486,34,unemployed,married,tertiary,no,473,no,no,cellular,28,aug,94,11,-1,0,unknown
24487,34,management,single,tertiary,no,1070,no,no,cellular,28,aug,91,15,-1,0,unknown
24488,40,technician,single,secondary,no,872,yes,no,cellular,28,aug,71,4,-1,0,unknown
24489,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown
24490,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown
24491,51,blue-collar,married,primary,no,-272,no,yes,cellular,28,aug,121,5,-1,0,unknown
24492,52,management,married,tertiary,no,168,no,no,cellular,28,aug,165,4,-1,0,unknown
24493,57,management,married,tertiary,no,75,no,no,cellular,28,aug,260,5,-1,0,unknown
24494,36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81,4,-1,0,unknown
24495,33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown
24496,53,services,married,secondary,yes,2262,no,no,cellular,28,aug,116,8,-1,0,unknown
24497,57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown
24498,32,management,single,tertiary,no,36,no,no,cellular,28,aug,108,7,-1,0,unknown
24499,57,blue-collar,married,unknown,no,3196,no,no,cellular,28,aug,161,4,-1,0,unknown
24500,31,management,married,tertiary,no,-6,no,no,cellular,28,aug,198,6,-1,0,unknown
24501,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown
24502,56,retired,married,primary,no,556,yes,no,cellular,28,aug,102,4,-1,0,unknown
24503,37,management,married,secondary,no,58,no,no,telephone,28,aug,75,20,-1,0,unknown
24504,35,technician,married,secondary,no,0,no,no,cellular,28,aug,19,14,-1,0,unknown
24505,41,management,married,tertiary,no,1559,no,no,cellular,28,aug,74,7,-1,0,unknown
24506,34,management,married,tertiary,no,3486,no,no,cellular,28,aug,23,10,-1,0,unknown
24507,44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125,12,-1,0,unknown
24508,40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown
24509,31,management,married,tertiary,no,3,no,no,cellular,28,aug,12,17,-1,0,unknown
24510,41,technician,married,secondary,no,801,no,no,cellular,28,aug,65,4,-1,0,unknown
24511,32,management,married,tertiary,no,2431,no,no,cellular,28,aug,19,19,-1,0,unknown
24512,37,management,married,tertiary,no,839,no,yes,cellular,28,aug,87,11,-1,0,unknown
24513,33,technician,single,tertiary,no,0,no,no,cellular,28,aug,56,2,-1,0,unknown
24514,33,management,married,secondary,no,333,no,no,cellular,28,aug,80,6,-1,0,unknown
24515,52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown
24516,49,housemaid,married,secondary,no,500,no,yes,cellular,28,aug,105,2,-1,0,unknown
24517,53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,81,4,-1,0,unknown
24518,54,services,married,tertiary,no,0,no,no,cellular,28,aug,282,2,-1,0,unknown
24519,59,management,divorced,tertiary,no,866,no,no,cellular,28,aug,46,3,-1,0,unknown
24520,30,technician,single,secondary,no,1052,no,no,cellular,28,aug,147,2,-1,0,unknown
24521,34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,unknown
24522,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown
24523,59,management,divorced,tertiary,no,51,no,no,cellular,28,aug,129,2,-1,0,unknown
24524,42,management,single,tertiary,no,1608,no,no,cellular,28,aug,13,21,-1,0,unknown
24525,43,management,single,tertiary,no,0,no,no,cellular,28,aug,331,2,-1,0,unknown
24526,40,management,married,tertiary,no,1666,yes,no,cellular,28,aug,271,4,-1,0,unknown
24527,43,management,married,tertiary,no,2696,yes,no,cellular,28,aug,86,10,-1,0,unknown
24528,60,retired,married,unknown,no,0,no,no,cellular,28,aug,113,2,-1,0,unknown
24529,47,technician,divorced,secondary,no,-105,no,no,telephone,28,aug,192,2,-1,0,unknown
24530,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown
24531,37,management,married,tertiary,no,236,no,no,cellular,28,aug,95,2,-1,0,unknown
24532,42,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown
24533,36,management,married,tertiary,no,659,no,no,cellular,28,aug,90,13,-1,0,unknown
24534,55,housemaid,married,primary,no,1233,no,no,cellular,28,aug,97,2,-1,0,unknown
24535,32,management,married,tertiary,no,0,no,no,cellular,28,aug,74,2,-1,0,unknown
24536,49,unknown,married,secondary,no,0,no,no,cellular,28,aug,173,2,-1,0,unknown
24537,32,housemaid,married,secondary,no,156,no,yes,cellular,28,aug,82,4,-1,0,unknown
24538,31,technician,single,tertiary,no,44,no,no,cellular,28,aug,16,13,-1,0,unknown
24539,37,technician,married,secondary,no,1309,yes,no,cellular,28,aug,77,4,-1,0,unknown
24540,32,technician,single,secondary,no,2421,yes,no,cellular,28,aug,14,8,-1,0,unknown
24541,46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,unknown
24542,31,technician,single,secondary,no,23,no,no,cellular,28,aug,110,2,-1,0,unknown
24543,33,management,single,tertiary,no,0,no,no,cellular,28,aug,59,10,-1,0,unknown
24544,43,technician,divorced,secondary,no,0,no,no,cellular,28,aug,192,2,-1,0,unknown
24545,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,unknown
24546,50,blue-collar,married,primary,no,403,no,no,cellular,28,aug,119,6,-1,0,unknown
24547,34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,-1,0,unknown
24548,32,management,married,tertiary,no,0,no,no,cellular,28,aug,15,13,-1,0,unknown
24549,46,management,married,tertiary,no,-3,no,no,cellular,28,aug,205,2,-1,0,unknown
24550,31,management,married,tertiary,no,60,no,no,cellular,28,aug,302,2,-1,0,unknown
24551,45,blue-collar,married,primary,no,751,no,no,cellular,28,aug,151,4,-1,0,unknown
24552,50,services,married,secondary,no,1545,no,no,cellular,28,aug,56,8,-1,0,unknown
24553,31,admin.,married,secondary,no,23,no,no,cellular,28,aug,322,7,-1,0,unknown
24554,34,technician,single,secondary,no,0,no,no,cellular,28,aug,54,4,-1,0,unknown
24555,30,management,single,tertiary,no,20261,yes,no,cellular,28,aug,81,10,-1,0,unknown
24556,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown
24557,34,unemployed,single,tertiary,no,786,no,no,cellular,28,aug,122,11,-1,0,unknown
24558,44,technician,divorced,secondary,no,2179,no,no,cellular,28,aug,180,10,-1,0,unknown
24559,32,technician,single,tertiary,no,632,yes,no,cellular,28,aug,82,7,-1,0,unknown
24560,32,unemployed,single,tertiary,no,99,no,no,cellular,28,aug,49,35,-1,0,unknown
24561,55,retired,married,secondary,no,185,no,no,cellular,28,aug,26,4,-1,0,unknown
24562,42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,82,4,-1,0,unknown
24563,36,technician,married,secondary,no,278,no,no,cellular,28,aug,121,16,-1,0,unknown
24564,30,technician,single,tertiary,no,187,no,no,cellular,28,aug,66,4,-1,0,unknown
24565,53,management,married,tertiary,no,761,no,yes,cellular,28,aug,85,6,-1,0,unknown
24566,55,retired,married,secondary,no,123,no,no,cellular,28,aug,70,8,-1,0,unknown
24567,50,technician,married,secondary,no,-997,no,yes,cellular,28,aug,70,7,-1,0,unknown
24568,43,technician,married,tertiary,no,80,no,no,cellular,28,aug,9,32,-1,0,unknown
24569,60,retired,married,tertiary,no,486,no,no,cellular,28,aug,139,4,-1,0,unknown
24570,42,management,single,tertiary,no,759,no,yes,cellular,28,aug,105,6,-1,0,unknown
24571,34,management,single,tertiary,no,46,no,no,cellular,28,aug,211,17,-1,0,unknown
24572,38,student,married,secondary,no,140,no,no,cellular,28,aug,12,21,-1,0,unknown
24573,37,management,married,tertiary,no,6743,no,no,cellular,28,aug,13,13,-1,0,unknown
24574,41,technician,married,secondary,no,1946,no,no,cellular,28,aug,327,9,-1,0,unknown
24575,59,retired,married,secondary,no,0,no,no,cellular,28,aug,23,15,-1,0,unknown
24576,46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown
24577,34,technician,married,secondary,no,0,no,no,cellular,28,aug,183,10,-1,0,unknown
24578,40,technician,married,secondary,no,1232,no,no,cellular,28,aug,175,11,-1,0,unknown
24579,37,management,married,secondary,no,859,no,no,cellular,28,aug,246,15,-1,0,unknown
24580,44,management,divorced,tertiary,no,0,no,no,cellular,28,aug,70,10,-1,0,unknown
24581,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,20,19,-1,0,unknown
24582,32,services,single,tertiary,no,0,no,no,cellular,28,aug,23,12,-1,0,unknown
24583,50,blue-collar,married,secondary,no,6288,no,no,cellular,28,aug,20,14,-1,0,unknown
24584,42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown
24585,42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,28,16,-1,0,unknown
24586,59,retired,married,secondary,no,0,no,no,cellular,28,aug,359,7,-1,0,unknown
24587,44,management,married,tertiary,no,217,yes,no,cellular,28,aug,203,4,-1,0,unknown
24588,47,services,married,unknown,yes,0,no,no,cellular,28,aug,21,22,-1,0,unknown
24589,52,technician,married,tertiary,no,0,no,no,cellular,28,aug,84,15,-1,0,unknown
24590,55,admin.,married,secondary,no,0,no,no,cellular,28,aug,16,28,-1,0,unknown
24591,44,technician,married,secondary,no,65,no,no,telephone,28,aug,53,11,-1,0,unknown
24592,59,retired,married,secondary,no,82,no,no,cellular,28,aug,308,6,-1,0,unknown
24593,46,technician,single,tertiary,no,568,no,no,telephone,28,aug,51,4,-1,0,unknown
24594,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown
24595,53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown
24596,39,management,married,tertiary,no,0,no,no,cellular,28,aug,93,25,-1,0,unknown
24597,35,technician,divorced,secondary,no,89,no,no,cellular,28,aug,203,28,-1,0,unknown
24598,48,housemaid,married,tertiary,no,197,no,no,cellular,28,aug,256,8,-1,0,unknown
24599,36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown
24600,33,management,married,tertiary,no,6174,no,no,cellular,28,aug,19,14,-1,0,unknown
24601,51,services,married,unknown,no,7175,no,no,cellular,28,aug,98,14,-1,0,unknown
24602,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown
24603,37,technician,married,secondary,no,163,no,yes,cellular,28,aug,9,24,-1,0,unknown
24604,42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,-1,0,unknown
24605,43,management,married,tertiary,no,241,no,no,cellular,28,aug,79,10,-1,0,unknown
24606,42,services,married,secondary,no,59,no,no,cellular,28,aug,144,13,-1,0,unknown
24607,39,housemaid,married,tertiary,no,315,no,no,cellular,28,aug,53,4,-1,0,unknown
24608,32,technician,divorced,secondary,no,-262,yes,no,telephone,28,aug,85,24,-1,0,unknown
24609,52,management,married,tertiary,no,163,no,no,cellular,28,aug,638,6,-1,0,unknown
24610,31,self-employed,married,tertiary,no,81,no,no,cellular,28,aug,532,2,-1,0,unknown
24611,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown
24612,32,management,married,tertiary,no,864,yes,no,cellular,28,aug,17,19,-1,0,unknown
24613,40,housemaid,married,primary,no,0,no,no,cellular,28,aug,16,20,-1,0,unknown
24614,48,technician,married,secondary,no,1548,no,no,cellular,28,aug,143,5,-1,0,unknown
24615,54,management,divorced,tertiary,no,0,no,no,cellular,28,aug,276,6,-1,0,unknown
24616,43,management,divorced,tertiary,no,3327,no,no,telephone,28,aug,146,19,-1,0,unknown
24617,48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown
24618,55,services,married,secondary,no,879,no,no,cellular,28,aug,183,8,-1,0,unknown
24619,37,technician,married,secondary,no,729,no,no,cellular,28,aug,156,8,-1,0,unknown
24620,36,technician,married,secondary,no,-158,yes,no,cellular,28,aug,1037,7,-1,0,unknown
24621,58,housemaid,married,primary,no,7881,no,no,cellular,28,aug,507,8,-1,0,unknown
24622,31,technician,single,secondary,no,0,no,no,cellular,28,aug,18,15,-1,0,unknown
24623,31,management,single,tertiary,no,35,no,no,cellular,28,aug,27,16,-1,0,unknown
24624,56,retired,married,secondary,no,1333,no,no,cellular,28,aug,17,14,-1,0,unknown
24625,49,services,married,secondary,no,2420,yes,no,telephone,28,aug,19,13,-1,0,unknown
24626,34,technician,married,secondary,no,0,no,no,cellular,28,aug,12,13,-1,0,unknown
24627,38,management,married,tertiary,no,173,no,no,cellular,28,aug,32,8,-1,0,unknown
24628,31,housemaid,married,tertiary,no,0,no,no,unknown,28,aug,12,15,-1,0,unknown
24629,33,technician,single,secondary,no,111,no,no,cellular,28,aug,7,23,-1,0,unknown
24630,40,technician,married,tertiary,no,84,no,no,cellular,28,aug,715,8,-1,0,unknown
24631,33,management,single,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown
24632,32,admin.,single,tertiary,no,211,no,no,cellular,28,aug,56,7,-1,0,unknown
24633,34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown
24634,30,management,single,tertiary,no,17,no,no,cellular,28,aug,95,6,-1,0,unknown
24635,50,housemaid,married,primary,no,0,no,no,cellular,28,aug,39,4,-1,0,unknown
24636,55,management,divorced,tertiary,no,668,no,no,cellular,28,aug,25,6,-1,0,unknown
24637,60,self-employed,married,secondary,no,1690,no,no,cellular,28,aug,64,11,-1,0,unknown
24638,53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,unknown
24639,45,blue-collar,married,secondary,no,-183,yes,yes,cellular,28,aug,8,13,-1,0,unknown
24640,53,blue-collar,married,secondary,no,65,no,no,cellular,28,aug,25,18,-1,0,unknown
24641,31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown
24642,34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,unknown
24643,54,management,married,tertiary,no,1258,no,no,cellular,28,aug,153,14,-1,0,unknown
24644,34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,0,unknown
24645,48,blue-collar,married,unknown,no,2499,no,no,cellular,28,aug,429,3,-1,0,unknown
24646,37,technician,married,tertiary,no,0,no,no,cellular,28,aug,76,1,-1,0,unknown
24647,45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,unknown
24648,33,self-employed,married,secondary,no,77,no,no,cellular,28,aug,958,6,-1,0,unknown
24649,33,management,single,tertiary,no,1530,no,no,cellular,28,aug,88,25,-1,0,unknown
24650,48,housemaid,married,primary,no,0,no,no,cellular,28,aug,20,23,-1,0,unknown
24651,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown
24652,52,services,married,secondary,no,1645,no,no,cellular,28,aug,248,1,-1,0,unknown
24653,32,technician,single,tertiary,no,8047,yes,no,cellular,28,aug,16,13,-1,0,unknown
24654,33,technician,single,tertiary,no,436,no,no,cellular,28,aug,258,8,-1,0,unknown
24655,39,technician,married,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown
24656,35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown
24657,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown
24658,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown
24659,35,technician,single,secondary,no,230,no,no,cellular,28,aug,104,1,-1,0,unknown
24660,30,technician,single,secondary,no,167,no,no,cellular,28,aug,35,14,-1,0,unknown
24661,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown
24662,48,blue-collar,married,primary,no,323,no,no,cellular,28,aug,158,10,-1,0,unknown
24663,36,technician,single,tertiary,no,97,no,no,cellular,28,aug,69,17,-1,0,unknown
24664,30,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown
24665,57,retired,married,unknown,no,-157,no,no,cellular,28,aug,31,9,-1,0,unknown
24666,55,admin.,married,secondary,no,-2,no,no,cellular,28,aug,76,1,-1,0,unknown
24667,30,technician,married,tertiary,no,0,no,no,cellular,28,aug,140,9,-1,0,unknown
24668,48,housemaid,single,secondary,no,71,no,no,cellular,28,aug,97,3,-1,0,unknown
24669,45,self-employed,married,secondary,no,396,no,no,cellular,28,aug,238,1,-1,0,unknown
24670,36,management,married,tertiary,no,200,no,no,cellular,28,aug,131,1,-1,0,unknown
24671,36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,unknown
24672,31,management,single,tertiary,no,713,no,no,cellular,28,aug,162,1,-1,0,unknown
24673,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown
24674,33,management,single,tertiary,no,755,yes,no,cellular,28,aug,68,12,-1,0,unknown
24675,34,technician,married,secondary,no,298,no,no,cellular,28,aug,42,10,-1,0,unknown
24676,43,management,married,tertiary,no,370,no,no,cellular,28,aug,142,5,-1,0,unknown
24677,31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown
24678,45,self-employed,married,tertiary,no,240,no,no,cellular,28,aug,163,4,-1,0,unknown
24679,32,technician,single,tertiary,no,723,no,no,cellular,28,aug,68,27,-1,0,unknown
24680,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown
24681,38,management,married,tertiary,no,0,no,no,cellular,28,aug,77,18,-1,0,unknown
24682,42,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,35,13,-1,0,unknown
24683,52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,5,-1,0,unknown
24684,40,management,married,tertiary,no,558,no,no,cellular,28,aug,50,5,-1,0,unknown
24685,53,management,divorced,tertiary,no,15,no,no,cellular,28,aug,76,5,-1,0,unknown
24686,39,technician,single,tertiary,no,1522,yes,no,cellular,28,aug,15,8,-1,0,unknown
24687,54,admin.,married,secondary,no,111,no,no,cellular,28,aug,29,13,-1,0,unknown
24688,34,technician,married,secondary,no,33,no,no,cellular,28,aug,259,1,-1,0,unknown
24689,35,management,single,tertiary,no,-108,yes,no,cellular,28,aug,74,3,-1,0,unknown
24690,45,technician,married,secondary,no,77,no,no,cellular,28,aug,90,1,-1,0,unknown
24691,45,technician,divorced,secondary,no,12,no,no,cellular,28,aug,88,3,-1,0,unknown
24692,47,services,married,secondary,no,5,no,no,cellular,28,aug,169,1,-1,0,unknown
24693,34,management,single,secondary,no,1863,no,no,cellular,28,aug,143,1,-1,0,unknown
24694,36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,0,unknown
24695,30,technician,married,secondary,no,42,no,no,cellular,28,aug,140,3,-1,0,unknown
24696,35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown
24697,35,technician,married,secondary,no,-78,no,no,cellular,28,aug,102,13,-1,0,unknown
24698,44,management,married,tertiary,no,0,no,no,cellular,28,aug,43,1,-1,0,unknown
24699,34,management,single,tertiary,yes,621,no,no,cellular,28,aug,205,3,-1,0,unknown
24700,30,technician,married,tertiary,no,81,no,no,cellular,28,aug,51,1,-1,0,unknown
24701,41,technician,married,secondary,no,6171,no,no,cellular,28,aug,50,5,-1,0,unknown
24702,38,management,single,tertiary,no,0,no,no,cellular,28,aug,59,12,-1,0,unknown
24703,41,technician,divorced,secondary,no,475,yes,no,cellular,28,aug,49,7,-1,0,unknown
24704,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown
24705,52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,-1,0,unknown
24706,43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown
24707,60,retired,married,tertiary,no,45,no,no,cellular,28,aug,39,5,-1,0,unknown
24708,34,technician,married,secondary,no,553,no,no,cellular,28,aug,45,12,-1,0,unknown
24709,34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,unknown
24710,39,management,divorced,tertiary,no,295,no,no,cellular,28,aug,68,2,-1,0,unknown
24711,44,management,married,tertiary,no,795,no,no,cellular,28,aug,99,24,-1,0,unknown
24712,51,housemaid,married,primary,no,605,no,no,cellular,28,aug,270,14,-1,0,unknown
24713,52,blue-collar,married,primary,no,-490,yes,yes,cellular,28,aug,74,10,-1,0,unknown
24714,40,technician,married,secondary,no,88,no,no,cellular,28,aug,214,3,-1,0,unknown
24715,47,blue-collar,married,primary,no,1480,no,no,cellular,28,aug,460,5,-1,0,unknown
24716,40,technician,married,secondary,yes,0,no,no,cellular,28,aug,147,2,-1,0,unknown
24717,32,management,single,tertiary,no,813,no,no,cellular,28,aug,114,7,-1,0,unknown
24718,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown
24719,31,technician,single,tertiary,no,-564,yes,yes,cellular,28,aug,49,15,-1,0,unknown
24720,33,management,married,tertiary,no,968,no,yes,cellular,28,aug,95,10,-1,0,unknown
24721,60,retired,married,secondary,no,4,no,no,cellular,28,aug,602,3,-1,0,unknown
24722,33,technician,married,secondary,no,2,no,no,cellular,28,aug,385,7,-1,0,unknown
24723,31,management,single,tertiary,no,0,no,no,cellular,28,aug,35,31,-1,0,unknown
24724,31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown
24725,33,technician,single,tertiary,no,34,no,no,cellular,28,aug,13,30,-1,0,unknown
24726,58,blue-collar,married,primary,no,6762,no,no,cellular,28,aug,9,25,-1,0,unknown
24727,49,management,married,tertiary,no,223,no,no,cellular,28,aug,22,22,-1,0,unknown
24728,35,management,single,tertiary,no,556,no,no,cellular,28,aug,52,8,-1,0,unknown
24729,43,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,142,10,-1,0,unknown
24730,44,management,married,tertiary,no,278,no,no,cellular,28,aug,95,4,-1,0,unknown
24731,35,technician,married,secondary,no,353,no,no,cellular,28,aug,17,9,-1,0,unknown
24732,31,technician,single,tertiary,no,162,no,no,cellular,28,aug,13,9,-1,0,unknown
24733,33,technician,married,secondary,no,95,no,no,cellular,28,aug,26,19,-1,0,unknown
24734,48,management,single,tertiary,no,81,no,no,cellular,28,aug,23,9,-1,0,unknown
24735,30,technician,single,secondary,no,3,no,no,cellular,28,aug,21,6,-1,0,unknown
24736,43,management,single,tertiary,no,1077,no,yes,telephone,28,aug,48,3,-1,0,unknown
24737,59,retired,married,primary,no,1425,yes,no,cellular,28,aug,299,3,-1,0,unknown
24738,51,admin.,married,tertiary,no,26,yes,no,telephone,28,aug,51,3,-1,0,unknown
24739,36,management,married,tertiary,no,918,no,no,cellular,28,aug,58,8,-1,0,unknown
24740,49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown
24741,59,retired,married,primary,no,4450,no,no,cellular,28,aug,106,3,-1,0,unknown
24742,42,technician,married,secondary,no,3501,no,no,cellular,28,aug,23,22,-1,0,unknown
24743,47,blue-collar,married,primary,no,3440,no,no,cellular,28,aug,88,10,-1,0,unknown
24744,32,technician,single,secondary,no,35,no,no,cellular,28,aug,199,6,-1,0,unknown
24745,36,technician,married,tertiary,yes,63,no,no,cellular,28,aug,12,14,-1,0,unknown
24746,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown
24747,55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,unknown
24748,45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown
24749,34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,693,7,-1,0,unknown
24750,32,technician,married,secondary,no,1011,no,no,cellular,28,aug,56,10,-1,0,unknown
24751,35,technician,married,secondary,no,433,no,no,cellular,28,aug,14,16,-1,0,unknown
24752,30,technician,single,secondary,no,1286,no,no,telephone,28,aug,44,12,-1,0,unknown
24753,31,technician,single,secondary,no,3588,no,no,telephone,28,aug,64,27,-1,0,unknown
24754,30,management,single,tertiary,no,0,no,no,cellular,28,aug,62,7,-1,0,unknown
24755,35,management,married,tertiary,no,1684,yes,no,cellular,28,aug,39,8,-1,0,unknown
24756,49,blue-collar,married,primary,no,592,no,no,cellular,28,aug,133,15,-1,0,unknown
24757,35,technician,single,secondary,yes,-30,no,no,cellular,28,aug,32,2,-1,0,unknown
24758,32,technician,married,secondary,no,-213,yes,no,cellular,28,aug,310,7,-1,0,unknown
24759,58,management,married,tertiary,no,0,no,no,cellular,28,aug,24,9,-1,0,unknown
24760,30,management,married,tertiary,no,1239,no,no,cellular,28,aug,125,5,-1,0,unknown
24761,38,technician,married,secondary,no,0,no,no,cellular,28,aug,176,10,-1,0,unknown
24762,35,technician,single,tertiary,no,576,no,no,cellular,28,aug,8,13,-1,0,unknown
24763,60,management,married,tertiary,no,3029,no,no,cellular,28,aug,26,9,-1,0,unknown
24764,36,technician,married,secondary,no,4542,yes,no,cellular,28,aug,76,16,-1,0,unknown
24765,56,blue-collar,married,primary,no,313,no,no,cellular,28,aug,24,16,-1,0,unknown
24766,46,technician,married,secondary,no,292,no,yes,cellular,28,aug,7,13,-1,0,unknown
24767,43,management,single,tertiary,no,946,no,no,telephone,28,aug,40,1,-1,0,unknown
24768,41,technician,divorced,secondary,no,195,no,no,cellular,28,aug,260,1,-1,0,unknown
24769,31,technician,married,secondary,no,367,no,no,cellular,28,aug,79,17,-1,0,unknown
24770,48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown
24771,60,technician,divorced,secondary,no,-50,no,no,cellular,28,aug,433,12,-1,0,unknown
24772,36,technician,single,secondary,no,34,no,yes,cellular,28,aug,247,1,-1,0,unknown
24773,34,management,single,tertiary,no,603,no,no,cellular,28,aug,787,1,-1,0,unknown
